V1,V2,V3,V4,V5
0.13796388565088563,0.21339891325069996,-0.018006601757958807,0.16258523743750536,-0.17782719104133898
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.16501348365273427,0.1629419394503786,0.03829529260843084,0.19578330370506677,-0.18194286281143388
0,0,0,0,0
0.13796388565088555,0.21339891325069996,-0.01800660175795884,0.16258523743750522,-0.17782719104133896
0,0,0,0,0
0.35129191254830794,0.32428533637460577,0.35261609454405557,-0.14763023510123455,0.052094103792890964
0,0,0,0,0
0.12152116730582112,0.06796335875382256,0.26929267182068223,-0.10847688334181564,0.06512146919046646
0.16405383953931804,0.1535570783798959,0.3013198740072945,-0.30106790137417594,0.19785385770378847
0,0,0,0,0
0.09160775693525727,0.1157338610880711,0.20076230094647102,-0.1371170080749379,0.05432973380358917
0.07225691026532835,0.038130104232382,0.0997690177714073,-0.16473767921684365,0.14297580197219178
0.3169103518582673,0.34128195775466696,0.29218475429629887,-0.17549936777902894,-0.017729747239688277
0.07225691026532832,0.03813010423238202,0.09976901777140741,-0.16473767921684362,0.14297580197219178
0.16405383953931815,0.15355707837989582,0.3013198740072946,-0.30106790137417594,0.1978538577037884
0.10149053154779004,0.10386998587060714,0.2636391767067905,-0.12582699675326628,0.07820857960076946
0.1379638856508857,0.21339891325069998,-0.01800660175795884,0.16258523743750514,-0.17782719104133898
0.1740317679345108,0.1416415294319487,0.3646267087685142,-0.2893810130784551,0.22219922118183819
0,0,0,0,0
0.1379638856508856,0.21339891325069996,-0.018006601757958807,0.16258523743750541,-0.17782719104133907
0.009576791479841786,-0.01033047682646076,0.0493320656012733,0.02927344594436055,0.006490052869795619
0.11299558070556757,0.07032738377058269,0.25647060082948675,-0.15240330560396043,0.0318617630775863
0.09160775693525719,0.11573386108807117,0.20076230094647105,-0.13711700807493776,0.054329733803589256
0,0,0,0,0
0.07594355604992642,0.04575306551899976,0.11153359960784884,-0.17916456721113092,0.15100031543879575
0.042465109938328686,-0.052517764533654095,0.059644973418170044,0.07754682387840646,0.037340499068142144
0.07594355604992648,0.04575306551899973,0.11153359960784888,-0.17916456721113097,0.15100031543879575
0.2298366698508763,0.32847630776491454,0.18323522649329005,0.025401846281395222,-0.12384066283302286
0.09160775693525723,0.11573386108807103,0.20076230094647107,-0.1371170080749379,0.05432973380358919
0.115225020755455,0.07935319147805815,0.32330127197669906,-0.05706608310242104,0.11616489446985022
0.16405383953931807,0.15355707837989577,0.30131987400729465,-0.30106790137417605,0.19785385770378844
0.13796388565088555,0.21339891325070007,-0.018006601757958776,0.16258523743750528,-0.17782719104133882
0.44297401477275333,0.2069691560305372,0.07591273551175319,0.1600390709658333,0.09216475984334967
1.6278217405414237,-1.452768107466813,-0.09361383748008148,-0.8464506595835469,-0.8730110437282094
1.0808705309938402,-0.7878880908133779,1.0437354957687603,0.7138580584217507,0.26672218874739084
0.8525518752921345,-0.2595805129434413,0.5186853544468549,0.8576566939847131,0.7019143325421261
0,0,0,0,0
0.23970123848688663,0.3175331047914896,0.23330890542678046,0.054457048228022886,-0.1176595555577328
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.07225691026532828,0.03813010423238209,0.09976901777140738,-0.16473767921684365,0.14297580197219167
0,0,0,0,0
0.3479988526679445,0.26745114277402315,0.08539579361365261,-0.04750496983368018,-0.11970014377942848
0.07225691026532828,0.038130104232382056,0.09976901777140741,-0.16473767921684368,0.14297580197219173
0,0,0,0,0
0.13796388565088555,0.2133989132506999,-0.018006601757958807,0.16258523743750528,-0.17782719104133893
0,0,0,0,0
0.13796388565088563,0.2133989132507,-0.018006601757958807,0.1625852374375054,-0.1778271910413391
