V1,V2,V3,V4,V5
0,0,0,0,0
-0.04616979684485401,0.04082320760716313,0.11865262842112255,-0.06931396842609068,0.11846508256204137
-0.04616979684485407,0.040823207607163105,0.11865262842112256,-0.06931396842609071,0.11846508256204144
-0.12655805652185986,-0.19345238914649188,0.032736150478361835,0.16574935257617124,0.022174089006071162
0,0,0,0,0
-0.04616979684485406,0.04082320760716307,0.1186526284211226,-0.06931396842609065,0.11846508256204137
-0.04616979684485406,0.04082320760716307,0.11865262842112262,-0.06931396842609071,0.11846508256204137
-0.014650919614363196,-0.00612827729403223,0.03790981194291984,0.0024459995623496,-0.03046602337105788
-0.06144395773671506,0.03542846772664896,0.16104320219054175,-0.068867602608446,0.09133042916679492
-5.279621627513411e-4,8.23328278209482e-4,0.004056771298746935,-0.0022035904304926568,0.0036317982475441864
-0.005722256246205053,-0.005459794315823808,0.025897020613342706,0.012505208308383788,-0.01855578996282229
-0.04616979684485406,0.04082320760716309,0.11865262842112259,-0.06931396842609068,0.11846508256204126
-0.014650919614363173,-0.0061282772940322375,0.037909811942919786,0.0024459995623495896,-0.030466023371057898
0,0,0,0,0
-0.05478694618888427,0.02626328264481099,0.11004328798030559,-0.08594631858383822,0.10059519474151923
-0.24282945782669624,-0.1147113690731401,-0.031970945819459196,0.1710148597947122,0.007778105985183723
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-0.09687217845667188,0.14415086149617873,-0.10411825908012595,0.01835295591637814,-0.05805659176770794
-0.008937880907087732,-0.02173772009214352,-0.016310137425388865,-0.0032340443302707306,0.011363020850246737
-0.05219239718604324,0.08465688111385777,-0.059794860588574444,0.012601040043387919,-8.760476089406294e-5
-0.07302257119747729,0.024856449246119034,-0.04973092554940033,0.01899309838686498,0.126557683808468
-0.04398580426618405,0.10146965563416331,-0.05231457447396065,0.03027455221206205,0.018287145295867106
-0.07302257119747715,0.02485644924611898,-0.04973092554940036,0.018993098386864974,0.1265576838084679
-0.005172480244988602,-0.005316437148657792,-0.008085707232322872,0.006885124278720684,0.007984648411635995
-0.056061323099393545,0.03525526098508743,-0.05161634991196013,-0.03907255728790878,-0.04079561934738112
-0.12092078510910036,0.12824434364758508,-0.08363038406477047,0.022889357249736696,0.04342807315323751
-0.004058336319023354,-0.015301462295319694,-0.008195084191375076,-0.005334794263061049,-0.0035792182586237035
0,0,0,0,0
-0.09293557235932333,0.09633154747196933,-0.05588377617082088,0.09510956172369903,0.09045650843734603
-0.04357725948271196,0.09929080323210475,-0.05096194732610238,0.02937931798065345,0.017616686775215197
0,0,0,0,0
-0.01634413945507146,-0.021328500000288894,-0.022016750625839562,0.0021874080159915285,0.009542971824541793
-0.03205040167267858,-0.03340031371048164,0.020168520527323795,0.023712504568289397,0.06563413698073396
-0.14754799095929713,-0.15677075338062924,0.04740016517385434,0.11666020871843233,0.004387350903718153
-0.03205040167267851,-0.033400313710481654,0.02016852052732376,0.02371250456828939,0.06563413698073393
-0.15879228132380535,0.040638873243269806,0.24200308793275516,-0.013880861718281083,0.15565873766750002
-0.8372626293679655,-0.19307931834808745,-0.2078411906077416,0.03663768663082021,-0.13224194366037575
-0.17714404683518023,0.14143717171949746,-0.14054729803780444,-0.012413374335305106,-0.048757493871547083
-0.31087216507234255,-0.3115172542853122,-0.15057161639378244,-0.0428320193486224,0.19364021971669323
-0.020875535540629216,0.036482973751843464,0.014601617708925397,-0.048916394781015816,-0.017779522083215017
-0.002984843716459992,0.00514724047199099,0.0032432576149271095,-0.004305795438036541,-0.01333502175908305
0,0,0,0,0
-0.03235088005445362,-0.034133255245736085,0.02070383147654692,0.024435062042766728,0.06813205085897149
-0.5004059514505548,-0.2707137878611561,0.7574372173748671,0.39335150573113065,-0.6052685309367177
-0.020875535540629243,0.036482973751843464,0.014601617708925442,-0.048916394781015775,-0.01777952208321499
-0.3473745357226267,0.22148983311956283,0.12874883826900627,-0.1345666622239158,-0.3353416619519352
-0.22625705413760644,-0.2419320919571265,0.09321166192262305,0.2775968246944039,0.09084014444871454
-0.4723070380043193,-0.6584340383391303,-0.325323392227649,-0.16672539788810636,-0.0900081770408845
-0.11928485358257518,0.06559653204277197,0.06901255013243927,-0.05024646565879021,0.24462043116833782
0,0,0,0,0
-0.08098311257010156,0.12500185816503787,0.2405953184229413,-0.1350189260219467,0.11556750690416874
-0.0798824812966082,0.0017766628398394107,0.1891576933425501,-0.08654767298642257,-0.23840020512282026
0,0,0,0,0
-0.04357725948271191,0.0992908032321048,-0.05096194732610238,0.02937931798065345,0.01761668677521514
-0.04357725948271194,0.09929080323210476,-0.050961947326102416,0.029379317980653435,0.017616686775215166
0,0,0,0,0
-0.418850208284062,-0.32715358548221674,-0.20468913742620107,-0.06939323945255042,0.20566399361096183
-0.7914466104373205,-0.1648323079594358,-0.3174649762660317,-0.10778439063028213,-0.6466157090414206
-0.5117740431248562,-0.32080910698401194,0.08954488605271393,-0.17656949740648029,0.03832549539399521
-0.04357725948271194,0.09929080323210478,-0.0509619473261024,0.029379317980653467,0.01761668677521516
0,0,0,0,0
-5.669213633494367e-5,-1.5111549925436298e-4,3.284495317420669e-4,-6.024614262820977e-4,2.2905298770535865e-4
-0.043577259482711954,0.09929080323210478,-0.050961947326102416,0.02937931798065345,0.01761668677521519
-0.04357725948271197,0.09929080323210472,-0.050961947326102354,0.029379317980653484,0.0176166867752152
-0.04357725948271192,0.0992908032321048,-0.050961947326102486,0.02937931798065345,0.017616686775215152
0,0,0,0,0
-6.144510992281923e-4,0.0010021027647152657,0.002096707866325773,0.00341892283119954,-0.0011702905394294716
-0.017587114194886858,-0.02534243854612284,0.05349521013061163,0.035607291813240134,0.004718501487744947
-0.08710050116489464,0.05185357540010299,-0.044818578728545805,-0.0049836043995223215,0.12410783871914416
-0.15185006296383505,-0.17946367258307094,0.031735344645860065,0.1361078460717,0.011473964714571476
-2.8958923394171917e-4,7.339305978240685e-4,9.810512571535317e-4,-8.421936056437983e-4,0.004095239727287594
-0.003267213901105065,0.007040456425823995,0.027833946798469265,-0.015445349613896677,0.005261783697479882
-0.003109526712146721,-0.004762457153971328,0.006100764961497764,0.0046380558502149135,-0.020156511934197464
-0.006597800893186761,-0.006502619586895533,0.013038586712065032,-0.018828396383460615,0.00576009630579345
-0.1108094781599064,-0.1437108321209134,-0.13318042012501,-0.22770132062125384,0.04554541967320289
-2.6718859079890346e-5,-1.1067556403734333e-4,1.5368179382649322e-4,1.4840614600359175e-4,-8.015333486009453e-4
-0.03205040167267853,-0.03340031371048165,0.020168520527323795,0.023712504568289397,0.06563413698073395
-0.12655805652185992,-0.19345238914649193,0.03273615047836192,0.16574935257617135,0.022174089006071162
-3.014484572484223e-4,-0.001061689604328427,0.00436019101149818,0.002721683938841648,-0.0010298530458553172
-0.004251761075125161,-0.010432329504836142,-0.008628594400234913,-0.001074045492502364,-1.2741751018921236e-4
-0.007015120882589938,0.0011395543845766126,0.024765769949412,0.012095260376483744,0.04844156938982415
0,0,0,0,0
-0.2859652751823029,0.16942227886895686,0.748236708864478,-0.2866575235328291,-0.09472865784424894
-0.04608221589728703,0.069180635280958,-0.05508195325580211,0.006095126585488401,6.510087828407488e-4
-0.030449141618301877,0.03701650767719137,-0.00392770830762085,0.024643948408567075,-0.02732175626741764
-0.03338652243236231,0.030887704804678486,0.037912848873145714,-0.0255173962969899,0.099058938780346
-0.030449141618301877,0.03701650767719137,-0.003927708307620834,0.024643948408567068,-0.02732175626741762
-0.030449141618301888,0.03701650767719136,-0.003927708307620829,0.024643948408567068,-0.027321756267417636
-0.030961061793736592,0.029901815426234723,0.09272834294278637,-0.03800628502081651,0.055409564726036344
-0.030961061793736488,0.029901815426234678,0.09272834294278637,-0.038006285020816495,0.05540956472603627
-0.11080947815990627,-0.1437108321209136,-0.1331804201250101,-0.22770132062125362,0.04554541967320283
0,0,0,0,0
0,0,0,0,0
-0.11080947815990635,-0.14371083212091357,-0.13318042012501016,-0.22770132062125373,0.045545419673202844
-0.04530005746966176,0.0992356645096369,-0.05675526206180514,0.02299233419234696,0.018542569420520606
-0.1265580565218599,-0.19345238914649202,0.03273615047836186,0.16574935257617143,0.022174089006071148
0,0,0,0,0
-0.03508241228963546,-0.04568534432519506,0.17308817060280812,0.08505929474563367,-0.02589816786224341
-0.12655805652185986,-0.1934523891464919,0.03273615047836188,0.16574935257617143,0.02217408900607113
0,0,0,0,0
-0.18447185518832981,-0.14160173239705756,0.037896414352256276,0.17090937541972925,-0.06963099545784723
0,0,0,0,0
-0.1527983823646044,-0.09612647194905388,-0.17597690443804895,-0.2278901256366311,0.006464325013352428
-0.33001946561645495,-0.24547015274042658,-0.025073127251975393,-0.13985253526504754,0.13959386952632893
-0.10623515810314049,0.05496496105681955,-0.012907560926755143,-0.005765505146962498,0.22126951849083967
-0.1565850832386405,-0.07591950264425405,-0.18708446952883814,-0.22145849693439784,0.04609674381281249
-0.004538442190610506,0.007895339551389643,-0.00486518951087384,-0.008368975669056415,0.024993929458217757
-0.03044914161830186,0.03701650767719137,-0.003927708307620862,0.024643948408567075,-0.027321756267417643
-0.014097894422611,0.014495718714307772,-0.02756680259963194,0.04015738783975162,-0.0012652182581333487
-0.018291672043468047,-4.6826788572949145e-4,-0.03650557650529025,0.03605243495117214,-0.004886392130555329
-0.19061588339959978,0.16805508274798436,0.34149486314287636,-0.20206867631133363,-0.024108035903445593
-0.04692248221385724,0.04906954640019146,-0.041459628638634005,-0.02121540120044417,-0.021662598705870503
-0.33556785265649175,-0.19828999709813983,0.5919455724241076,0.2156827805368781,-0.28310169643452915
-0.0032368676742245686,0.0068892770875368945,0.02711428210750655,-0.014988622604572838,0.005068871810100709
-0.34017467677599045,-0.399722755604248,-0.13130233954799028,-0.03368629683203867,0.08541068684986788
-0.02504595057876703,0.04992859023003078,0.0508368898705451,-0.03295476307039119,0.07819477304877097
-0.03401603060751908,-0.06575381495718495,-0.002074878804242176,9.82702684147759e-4,-0.11799724993996367
-0.0029106820165590835,-0.004711485016986736,0.015318020376262122,0.007118210754969224,-0.011703071786278376
-0.007369591910583159,-0.01639722095201787,0.03737922196279929,0.02482197738352663,-0.04070280648535172
-0.03154708713059052,0.031243599662067398,0.0977849280195288,-0.04039530533537803,0.05979399933155812
-0.2442823284767732,-0.34265453266774015,-0.08798293557862515,-0.07996894969565115,0.07301982962455073
-0.03694957258192654,-0.03490818355433694,0.1828543257945997,0.06722324914465795,-0.021570301820941166
0,0,0,0,0
-0.033570918906922834,-0.06464653446201324,-0.001310014955475317,-4.905712494470445e-4,-0.11329943247298123
0,0,0,0,0
-0.07083959969347452,0.04217381653285153,0.08102753845684442,0.1035890182588711,-0.028307924961780844
-0.07603256846871578,-0.007556806581468026,0.15809608372138853,-0.06863968388093467,-0.24750041874568965
-0.007613307675722569,-0.01969594064591038,0.03974452549324453,0.025287743087950256,-0.024409049884219464
-6.194254036972731e-4,-0.0018705045653566656,0.008978530044012523,0.004865235273096369,-0.0018843891557107028
0,0,0,0,0
-0.006713569902231884,0.012404007567756505,0.05731582100749099,-0.02760984061169879,0.009627828144151349
-0.15306122568523545,-0.21872382890065714,0.1501451673952485,0.21594260235472465,0.040647828493154625
-0.10717378119892645,0.050249481454648234,0.3586528690090414,-0.06834927098207733,0.19567156745551845
-0.07987446131092753,0.10873603654648885,0.23861598556968572,-0.14086283617486586,0.20796109160256485
-0.002910682016559113,-0.004711485016986711,0.015318020376262146,0.007118210754969241,-0.01170307178627836
-0.1385526824959986,-0.010865500151786873,0.26760982720858517,-0.08066485807198344,-0.11699779080520384
-0.11080947815990622,-0.14371083212091357,-0.1331804201250101,-0.22770132062125362,0.045545419673202844
-0.04870959927095272,-0.06083256579184631,0.2227912880797171,0.11387222556322699,0.0018697684961175869
-0.01952832932878574,0.03366149829089468,0.05463695308887461,-0.04033570713044033,-0.021687980140838777
-7.024394248040997e-4,0.0029701164479245,0.0062259845528423174,-0.004456049615743351,0.004777416901751016
-0.07532636996353671,-0.007394539684344821,0.15400840725719284,-0.06660997278189487,-0.23842635267751613
-0.10943841433810096,0.012162104122262122,0.14979230718603517,-0.020096197733403154,-0.15305267633812442
-0.2714576105124968,-0.3310949476044566,0.32452506881578397,0.18701577718166948,-0.3995171774381097
-7.024394248040995e-4,0.0029701164479245183,0.006225984552842297,-0.004456049615743354,0.00477741690175102
0,0,0,0,0
-0.12800983128986967,0.018688901992584526,0.19915307547020458,-0.036537031775761376,-0.25363141941011974
-0.019528329328785742,0.033661498290894716,0.054636953088874625,-0.040335707130440365,-0.021687980140838777
-0.17371342462136105,-0.05898272572999478,0.19738810459064385,-0.030309281781863293,-0.4179949072044241
-0.03357091890692283,-0.06464653446201322,-0.0013100149554753126,-4.90571249447028e-4,-0.11329943247298123
-0.062014253839880865,-0.06975242751535193,0.03217013579169315,0.07735072044767208,-0.12173588979879849
-0.21165551693563403,-0.22322184466982323,0.3487833540998173,0.22890207406616106,0.11080946043283003
-0.07532636996353666,-0.00739453968434475,0.15400840725719275,-0.0666099727818949,-0.23842635267751627
-0.01752761529346257,0.01763708005033492,-0.026688168993557058,0.04245429561122032,-0.014487485324899631
-0.3687997588502458,-0.12978954054447636,-0.028172879106666153,-0.2637932646040456,-0.4349098810872615
-0.3418785430724945,0.02794498601087051,-0.16549216451080428,-0.33091446751755865,0.03520870373853591
-0.011810786597691582,-0.0028182566245364502,0.031197352494226966,0.006438329661865564,0.04964154834590115
-0.18997101150472118,-0.11695800078186697,-0.17036801230870321,-0.24092490276667136,0.07402028319168832
-1.3716847163171562,1.282854339634257,0.20897622796765045,-0.9406149855539939,-0.11329311546745817
0,0,0,0,0
-0.07532636996353675,-0.007394539684344794,0.1540084072571928,-0.06660997278189491,-0.23842635267751625
-0.11662162432635016,-0.1330237078212829,-0.128309870115682,-0.24097475335603033,0.0692580443678101
-0.01513520691201671,0.013330550956833751,-0.028941919276837962,0.046580926057241,-0.009913187607814756
