,0
821,0.103
822,0.116
823,0.131
824,0.134
825,0.111
826,0.118
827,0.111
828,0.109
829,0.124
830,0.121
831,0.123
832,0.117
833,0.119
834,0.117
835,0.125
836,0.132
837,0.122
838,0.121
839,0.119
840,0.132
841,0.12
842,0.108
843,0.127
844,0.122
845,0.132
846,0.122
847,0.107
848,0.113
849,0.129
850,0.131
851,0.135
852,0.108
853,0.109
854,0.119
855,0.121
856,0.117
857,0.117
858,0.105
859,0.121
860,0.124
861,0.114
862,0.133
863,0.104
864,0.119
865,0.094
866,0.125
867,0.12
868,0.114
869,0.115
870,0.132
871,0.117
872,0.103
873,0.113
874,0.144
875,0.11
876,0.118
877,0.129
878,0.118
879,0.11
880,0.116
881,0.114
882,0.117
883,0.112
884,0.105
885,0.12
886,0.121
887,0.121
888,0.109
889,0.126
890,0.117
891,0.118
892,0.113
893,0.112
894,0.117
895,0.136
896,0.119
897,0.123
898,0.12
899,0.109
900,0.123
901,0.112
902,0.107
903,0.117
904,0.139
905,0.134
906,0.134
907,0.132
908,0.126
909,0.119
910,0.121
911,0.13
912,0.107
913,0.104
914,0.127
915,0.103
916,0.117
917,0.117
918,0.128
919,0.128
920,0.115
921,0.11
922,0.094
923,0.11
924,0.114
925,0.116
926,0.117
927,0.111
928,0.106
929,0.125
930,0.114
931,0.126
932,0.116
933,0.107
934,0.118
935,0.135
936,0.134
937,0.13
938,0.116
939,0.133
940,0.129
941,0.119
942,0.126
943,0.116
944,0.128
945,0.112
946,0.102
947,0.09
948,0.13
949,0.114
950,0.116
951,0.109
952,0.108
953,0.136
954,0.108
955,0.125
956,0.129
957,0.108
958,0.129
959,0.144
960,0.137
961,0.113
962,0.136
963,0.126
964,0.121
965,0.128
966,0.108
967,0.108
968,0.128
969,0.132
970,0.123
971,0.11
972,0.122
973,0.126
974,0.109
975,0.115
976,0.126
977,0.125
978,0.115
979,0.125
980,0.123
981,0.121
982,0.124
983,0.129
984,0.119
985,0.115
986,0.123
987,0.12
988,0.118
989,0.14
990,0.112
991,0.104
992,0.123
993,0.125
994,0.131
995,0.118
996,0.141
997,0.108
998,0.117
999,0.109
