,0
941,0.261
942,0.254
943,0.483
944,0.136
945,0.523
946,0.216
947,0.275
948,0.295
949,0.267
950,0.459
951,0.153
952,0.126
953,0.344
954,0.579
955,0.179
956,0.216
957,0.119
958,0.307
959,0.482
960,0.269
961,0.279
962,0.316
963,0.37
964,0.21
965,0.422
966,0.124
967,0.299
968,0.359
969,0.205
970,0.357
971,0.184
972,0.242
973,0.198
974,0.221
975,0.286
976,0.332
977,0.262
978,0.25
979,0.368
980,0.295
981,0.328
982,0.099
983,0.449
984,0.347
985,0.534
986,0.246
987,0.149
988,0.107
989,0.148
990,0.283
991,0.283
992,0.192
993,0.349
994,0.283
995,0.234
996,0.254
997,0.537
998,0.444
999,0.194
