,0
477,0.094
478,0.101
479,0.164
480,0.125
481,0.13
482,0.133
483,0.135
484,0.11
485,0.148
486,0.089
487,0.117
488,0.154
489,0.124
490,0.106
491,0.113
492,0.105
493,0.14
494,0.122
495,0.104
496,0.088
497,0.162
498,0.113
499,0.139
500,0.116
501,0.116
502,0.116
503,0.077
504,0.112
505,0.083
506,0.099
507,0.142
508,0.112
509,0.207
510,0.122
511,0.113
512,0.099
513,0.201
514,0.085
515,0.106
516,0.094
517,0.122
518,0.098
519,0.143
520,0.123
521,0.13
522,0.128
523,0.089
524,0.131
525,0.084
526,0.103
527,0.108
528,0.126
529,0.171
530,0.081
531,0.132
532,0.125
533,0.086
534,0.091
535,0.158
536,0.121
537,0.102
538,0.124
539,0.14
540,0.105
541,0.133
542,0.154
543,0.134
544,0.105
545,0.134
546,0.099
547,0.164
548,0.104
549,0.127
550,0.132
551,0.177
552,0.112
553,0.099
554,0.112
555,0.082
556,0.1
557,0.08
558,0.088
559,0.145
560,0.114
561,0.102
562,0.12
563,0.113
564,0.116
565,0.147
566,0.131
567,0.08
568,0.163
569,0.127
570,0.139
571,0.105
572,0.166
573,0.113
574,0.085
575,0.145
576,0.13
577,0.106
578,0.146
579,0.155
580,0.15
581,0.099
582,0.102
583,0.156
584,0.116
585,0.094
586,0.076
587,0.112
588,0.108
589,0.099
590,0.073
591,0.158
592,0.12
593,0.116
594,0.119
595,0.116
596,0.1
597,0.121
598,0.128
599,0.076
600,0.133
601,0.153
602,0.124
603,0.111
604,0.118
605,0.133
606,0.111
607,0.122
608,0.135
609,0.149
610,0.132
611,0.101
612,0.154
613,0.131
614,0.131
615,0.083
616,0.132
617,0.103
618,0.094
619,0.097
620,0.135
621,0.125
622,0.1
623,0.133
624,0.149
625,0.099
626,0.123
627,0.128
628,0.106
629,0.174
630,0.101
631,0.158
632,0.161
633,0.227
634,0.116
635,0.09
636,0.064
637,0.16
638,0.123
639,0.108
640,0.18
641,0.128
642,0.113
643,0.094
644,0.13
645,0.098
646,0.12
647,0.078
648,0.103
649,0.108
650,0.122
651,0.134
652,0.097
653,0.147
654,0.099
655,0.104
656,0.048
657,0.149
658,0.12
659,0.214
660,0.13
661,0.122
662,0.082
663,0.094
664,0.145
665,0.086
666,0.1
667,0.148
668,0.122
669,0.079
670,0.125
671,0.093
672,0.186
673,0.107
674,0.141
675,0.161
676,0.096
677,0.102
678,0.123
679,0.16
680,0.075
681,0.125
682,0.125
683,0.169
684,0.1
685,0.146
686,0.081
687,0.125
688,0.105
689,0.108
690,0.099
691,0.162
692,0.107
693,0.097
694,0.163
695,0.107
696,0.061
697,0.135
698,0.108
699,0.127
700,0.137
701,0.101
702,0.083
703,0.171
704,0.093
705,0.083
706,0.156
707,0.121
708,0.133
709,0.129
710,0.089
711,0.142
712,0.118
713,0.109
714,0.151
715,0.131
716,0.116
717,0.147
718,0.089
719,0.102
720,0.202
721,0.131
722,0.087
723,0.102
724,0.105
725,0.11
726,0.116
727,0.116
728,0.136
729,0.149
730,0.086
731,0.117
732,0.081
733,0.129
734,0.111
735,0.147
736,0.106
737,0.124
738,0.095
739,0.126
740,0.09
741,0.11
742,0.073
743,0.129
744,0.107
745,0.127
746,0.126
747,0.084
748,0.16
749,0.106
750,0.126
751,0.152
752,0.157
753,0.066
754,0.078
755,0.085
756,0.068
757,0.11
758,0.124
759,0.102
760,0.147
761,0.118
762,0.092
763,0.169
764,0.093
765,0.08
766,0.192
767,0.12
768,0.097
769,0.105
770,0.101
771,0.096
772,0.121
773,0.114
774,0.111
775,0.083
776,0.11
777,0.095
778,0.108
779,0.09
780,0.107
781,0.136
782,0.153
783,0.085
784,0.133
785,0.109
786,0.133
787,0.129
788,0.117
789,0.117
790,0.123
791,0.05
792,0.131
793,0.101
794,0.106
795,0.081
796,0.086
797,0.141
798,0.133
799,0.087
800,0.106
801,0.187
802,0.151
803,0.099
804,0.081
805,0.135
806,0.136
807,0.124
808,0.101
809,0.084
810,0.087
811,0.152
812,0.08
813,0.093
814,0.149
815,0.08
816,0.128
817,0.133
818,0.104
819,0.084
820,0.123
821,0.157
822,0.081
823,0.111
824,0.119
825,0.092
826,0.168
827,0.101
828,0.135
829,0.132
830,0.114
831,0.11
832,0.145
833,0.115
834,0.151
835,0.081
836,0.114
837,0.087
838,0.123
839,0.051
840,0.16
841,0.083
842,0.181
843,0.087
844,0.122
845,0.159
846,0.061
847,0.149
848,0.094
849,0.088
850,0.073
851,0.101
852,0.095
853,0.098
854,0.135
855,0.148
856,0.194
857,0.114
858,0.141
859,0.104
860,0.119
861,0.113
862,0.178
863,0.086
864,0.117
865,0.063
866,0.153
867,0.118
868,0.092
869,0.057
870,0.1
871,0.127
872,0.119
873,0.174
874,0.112
875,0.074
876,0.124
877,0.098
878,0.096
879,0.09
880,0.118
881,0.108
882,0.097
883,0.122
884,0.198
885,0.127
886,0.126
887,0.096
888,0.134
889,0.124
890,0.07
891,0.142
892,0.119
893,0.116
894,0.12
895,0.172
896,0.108
897,0.142
898,0.101
899,0.131
900,0.094
901,0.104
902,0.12
903,0.082
904,0.124
905,0.084
906,0.09
907,0.148
908,0.149
909,0.093
910,0.116
911,0.11
912,0.106
913,0.153
914,0.093
915,0.096
916,0.12
917,0.097
918,0.083
919,0.089
920,0.123
921,0.149
922,0.089
923,0.062
924,0.084
925,0.11
926,0.134
927,0.129
928,0.121
929,0.148
930,0.104
931,0.116
932,0.102
933,0.104
934,0.123
935,0.153
936,0.112
937,0.084
938,0.088
939,0.116
940,0.107
941,0.153
942,0.134
943,0.11
944,0.138
945,0.083
946,0.11
947,0.071
948,0.137
949,0.098
950,0.063
951,0.078
952,0.104
953,0.141
954,0.111
955,0.095
956,0.103
957,0.181
958,0.118
959,0.087
960,0.102
961,0.095
962,0.163
963,0.144
964,0.104
965,0.104
966,0.133
967,0.124
968,0.136
969,0.076
970,0.145
971,0.158
972,0.118
973,0.159
974,0.106
975,0.139
976,0.157
977,0.096
978,0.121
979,0.102
980,0.099
981,0.136
982,0.107
983,0.168
984,0.065
985,0.153
986,0.106
987,0.107
988,0.057
989,0.117
990,0.103
991,0.143
992,0.075
993,0.091
994,0.121
995,0.19
996,0.132
997,0.107
998,0.11
999,0.109
