,0
200,0.021
201,0.011
202,0.017
203,0.016
204,0.024
205,0.019
206,0.014
207,0.02
208,0.026
209,0.012
210,0.02
211,0.02
212,0.019
213,0.012
214,0.018
215,0.021
216,0.014
217,0.013
218,0.018
219,0.015
220,0.009
221,0.022
222,0.013
223,0.021
224,0.013
225,0.019
226,0.013
227,0.023
228,0.026
229,0.021
230,0.022
231,0.014
232,0.015
233,0.005
234,0.016
235,0.02
236,0.012
237,0.017
238,0.01
239,0.017
240,0.013
241,0.02
242,0.01
243,0.021
244,0.009
245,0.015
246,0.018
247,0.013
248,0.02
249,0.025
250,0.017
251,0.015
252,0.012
253,0.016
254,0.02
255,0.012
256,0.022
257,0.017
258,0.026
259,0.013
260,0.009
261,0.015
262,0.016
263,0.018
264,0.017
265,0.022
266,0.017
267,0.009
268,0.015
269,0.013
270,0.016
271,0.024
272,0.011
273,0.022
274,0.015
275,0.021
276,0.013
277,0.017
278,0.01
279,0.02
280,0.016
281,0.011
282,0.018
283,0.017
284,0.017
285,0.017
286,0.017
287,0.015
288,0.019
289,0.015
290,0.017
291,0.029
292,0.014
293,0.022
294,0.022
295,0.018
296,0.017
297,0.018
298,0.018
299,0.017
300,0.01
301,0.021
302,0.01
303,0.019
304,0.027
305,0.014
306,0.021
307,0.014
308,0.018
309,0.021
310,0.015
311,0.02
312,0.015
313,0.017
314,0.023
315,0.021
316,0.012
317,0.018
318,0.018
319,0.012
320,0.016
321,0.024
322,0.01
323,0.017
324,0.015
325,0.019
326,0.017
327,0.019
328,0.012
329,0.018
330,0.013
331,0.02
332,0.018
333,0.02
334,0.019
335,0.011
336,0.012
337,0.016
338,0.015
339,0.012
340,0.018
341,0.014
342,0.016
343,0.017
344,0.016
345,0.017
346,0.02
347,0.016
348,0.013
349,0.018
350,0.019
351,0.015
352,0.017
353,0.012
354,0.014
355,0.02
356,0.015
357,0.02
358,0.014
359,0.013
360,0.015
361,0.007
362,0.012
363,0.018
364,0.025
365,0.016
366,0.017
367,0.012
368,0.016
369,0.02
370,0.016
371,0.026
372,0.021
373,0.017
374,0.007
375,0.02
376,0.022
377,0.02
378,0.021
379,0.02
380,0.018
381,0.015
382,0.016
383,0.019
384,0.017
385,0.017
386,0.022
387,0.016
388,0.018
389,0.019
390,0.021
391,0.005
392,0.014
393,0.02
394,0.017
395,0.02
396,0.02
397,0.017
398,0.014
399,0.016
400,0.022
401,0.016
402,0.015
403,0.016
404,0.023
405,0.012
406,0.014
407,0.021
408,0.019
409,0.008
410,0.012
411,0.012
412,0.02
413,0.018
414,0.015
415,0.016
416,0.015
417,0.024
418,0.021
419,0.019
420,0.012
421,0.017
422,0.017
423,0.014
424,0.02
425,0.017
426,0.02
427,0.016
428,0.023
429,0.017
430,0.013
431,0.019
432,0.011
433,0.026
434,0.02
435,0.024
436,0.015
437,0.016
438,0.018
439,0.017
440,0.019
441,0.024
442,0.02
443,0.02
444,0.017
445,0.017
446,0.015
447,0.019
448,0.014
449,0.013
450,0.018
451,0.013
452,0.017
453,0.01
454,0.016
455,0.021
456,0.02
457,0.013
458,0.024
459,0.022
460,0.019
461,0.011
462,0.017
463,0.012
464,0.014
465,0.02
466,0.017
467,0.011
468,0.016
469,0.02
470,0.018
471,0.021
472,0.019
473,0.017
474,0.026
475,0.023
476,0.012
477,0.011
478,0.017
479,0.015
480,0.018
481,0.013
482,0.015
483,0.018
484,0.021
485,0.014
486,0.021
487,0.015
488,0.016
489,0.015
490,0.01
491,0.019
492,0.022
493,0.016
494,0.011
495,0.02
496,0.017
497,0.017
498,0.014
499,0.014
500,0.018
501,0.014
502,0.018
503,0.014
504,0.014
505,0.023
506,0.011
507,0.017
508,0.019
509,0.013
510,0.018
511,0.012
512,0.016
513,0.01
514,0.02
515,0.019
516,0.015
517,0.021
518,0.011
519,0.015
520,0.018
521,0.008
522,0.017
523,0.017
524,0.016
525,0.018
526,0.022
527,0.02
528,0.016
529,0.023
530,0.016
531,0.016
532,0.021
533,0.018
534,0.013
535,0.022
536,0.017
537,0.018
538,0.015
539,0.018
540,0.013
541,0.017
542,0.025
543,0.014
544,0.018
545,0.017
546,0.016
547,0.012
548,0.016
549,0.024
550,0.017
551,0.018
552,0.016
553,0.009
554,0.015
555,0.011
556,0.014
557,0.023
558,0.018
559,0.014
560,0.019
561,0.006
562,0.013
563,0.013
564,0.025
565,0.014
566,0.023
567,0.02
568,0.02
569,0.016
570,0.017
571,0.016
572,0.017
573,0.019
574,0.013
575,0.023
576,0.013
577,0.016
578,0.013
579,0.019
580,0.024
581,0.013
582,0.01
583,0.014
584,0.018
585,0.017
586,0.016
587,0.014
588,0.022
589,0.021
590,0.023
591,0.015
592,0.018
593,0.019
594,0.019
595,0.022
596,0.017
597,0.018
598,0.012
599,0.02
600,0.015
601,0.011
602,0.014
603,0.018
604,0.02
605,0.015
606,0.021
607,0.009
608,0.012
609,0.011
610,0.016
611,0.022
612,0.012
613,0.02
614,0.019
615,0.015
616,0.018
617,0.019
618,0.02
619,0.013
620,0.015
621,0.018
622,0.011
623,0.02
624,0.014
625,0.013
626,0.017
627,0.015
628,0.014
629,0.015
630,0.008
631,0.015
632,0.019
633,0.023
634,0.026
635,0.01
636,0.014
637,0.024
638,0.013
639,0.022
640,0.013
641,0.017
642,0.016
643,0.015
644,0.022
645,0.019
646,0.018
647,0.012
648,0.011
649,0.018
650,0.023
651,0.019
652,0.017
653,0.011
654,0.013
655,0.018
656,0.017
657,0.014
658,0.012
659,0.021
660,0.022
661,0.017
662,0.02
663,0.017
664,0.018
665,0.013
666,0.023
667,0.023
668,0.013
669,0.012
670,0.019
671,0.017
672,0.02
673,0.015
674,0.019
675,0.026
676,0.015
677,0.015
678,0.022
679,0.015
680,0.016
681,0.014
682,0.018
683,0.012
684,0.016
685,0.02
686,0.018
687,0.018
688,0.018
689,0.026
690,0.019
691,0.015
692,0.021
693,0.016
694,0.018
695,0.015
696,0.015
697,0.015
698,0.023
699,0.028
700,0.014
701,0.019
702,0.019
703,0.006
704,0.019
705,0.016
706,0.01
707,0.008
708,0.015
709,0.013
710,0.018
711,0.02
712,0.017
713,0.024
714,0.012
715,0.018
716,0.009
717,0.018
718,0.015
719,0.011
720,0.015
721,0.013
722,0.019
723,0.017
724,0.018
725,0.021
726,0.017
727,0.009
728,0.015
729,0.017
730,0.011
731,0.016
732,0.026
733,0.013
734,0.02
735,0.019
736,0.013
737,0.017
738,0.016
739,0.013
740,0.015
741,0.016
742,0.017
743,0.017
744,0.017
745,0.015
746,0.014
747,0.012
748,0.015
749,0.023
750,0.013
751,0.014
752,0.019
753,0.017
754,0.022
755,0.015
756,0.019
757,0.017
758,0.016
759,0.019
760,0.015
761,0.017
762,0.025
763,0.016
764,0.015
765,0.014
766,0.018
767,0.02
768,0.022
769,0.011
770,0.02
771,0.017
772,0.015
773,0.02
774,0.011
775,0.019
776,0.012
777,0.011
778,0.013
779,0.02
780,0.014
781,0.023
782,0.025
783,0.013
784,0.02
785,0.019
786,0.018
787,0.011
788,0.011
789,0.023
790,0.024
791,0.02
792,0.013
793,0.013
794,0.018
795,0.022
796,0.01
797,0.023
798,0.015
799,0.018
800,0.017
801,0.02
802,0.016
803,0.015
804,0.011
805,0.01
806,0.022
807,0.019
808,0.011
809,0.016
810,0.01
811,0.015
812,0.015
813,0.027
814,0.025
815,0.016
816,0.013
817,0.014
818,0.01
819,0.023
820,0.017
821,0.02
822,0.02
823,0.011
824,0.018
825,0.021
826,0.017
827,0.018
828,0.008
829,0.012
830,0.02
831,0.018
832,0.023
833,0.019
834,0.016
835,0.011
836,0.019
837,0.012
838,0.013
839,0.013
840,0.022
841,0.012
842,0.012
843,0.014
844,0.013
845,0.015
846,0.02
847,0.017
848,0.025
849,0.019
850,0.019
851,0.018
852,0.017
853,0.012
854,0.016
855,0.023
856,0.022
857,0.019
858,0.015
859,0.025
860,0.024
861,0.013
862,0.018
863,0.012
864,0.017
865,0.02
866,0.021
867,0.017
868,0.023
869,0.017
870,0.018
871,0.015
872,0.012
873,0.018
874,0.021
875,0.018
876,0.027
877,0.012
878,0.018
879,0.012
880,0.016
881,0.021
882,0.014
883,0.024
884,0.015
885,0.015
886,0.016
887,0.018
888,0.015
889,0.019
890,0.01
891,0.018
892,0.012
893,0.025
894,0.017
895,0.02
896,0.013
897,0.013
898,0.014
899,0.016
900,0.014
901,0.018
902,0.025
903,0.02
904,0.023
905,0.012
906,0.017
907,0.012
908,0.014
909,0.013
910,0.021
911,0.014
912,0.014
913,0.015
914,0.02
915,0.019
916,0.023
917,0.024
918,0.024
919,0.016
920,0.01
921,0.017
922,0.016
923,0.025
924,0.014
925,0.011
926,0.019
927,0.02
928,0.013
929,0.015
930,0.02
931,0.009
932,0.012
933,0.013
934,0.01
935,0.024
936,0.016
937,0.016
938,0.012
939,0.018
940,0.024
941,0.022
942,0.017
943,0.012
944,0.014
945,0.014
946,0.026
947,0.02
948,0.022
949,0.015
950,0.018
951,0.02
952,0.021
953,0.014
954,0.018
955,0.017
956,0.007
957,0.015
958,0.019
959,0.022
960,0.013
961,0.013
962,0.022
963,0.02
964,0.012
965,0.015
966,0.019
967,0.014
968,0.015
969,0.016
970,0.015
971,0.021
972,0.021
973,0.016
974,0.012
975,0.023
976,0.019
977,0.013
978,0.018
979,0.024
980,0.023
981,0.017
982,0.016
983,0.022
984,0.018
985,0.022
986,0.019
987,0.019
988,0.019
989,0.01
990,0.011
991,0.021
992,0.014
993,0.012
994,0.01
995,0.022
996,0.023
997,0.014
998,0.019
999,0.008
